## VStar Flexible Text Format 1.2

#FIELDS=Time,Mag
#DELIM=Tab

#DATE=JD

#NAME=Z UMa (AFOEV)
#TITLEX=Time
#TITLEY=Magnitude

2451630.5	7.9 
2451630.7	7.8 
2451630.7	8.1 
2451630.7	8.1 
2451630.7	8.6 
2451631.4	8.1 
2451631.5	8.1 
2451633.3	8.3 
2451633.7	8.0 
2451633.7	8.4 
2451633.8	8.0 
2451634.3	8.4 
2451634.4	8.1 
2451634.5	8.3 
2451635.4	8.1 
2451635.7	8.2 
2451635.7	8.2 
2451635.7	8.2 
2451635.8	7.9 
2451636.3	8.3 
2451636.4	8.5 
2451636.5	8.5 
2451636.7	8.3 
2451637.3	8.2 
2451637.3	8.3 
2451637.4	8.0 
2451637.5	8.2 
2451637.5	8.7 
2451637.5	8.5 
2451637.6	8.3 
2451637.7	8.3 
2451639.3	8.2 
2451639.3	8.5 
2451639.3	8.5 
2451639.4	8.1 
2451639.4	8.0 
2451639.4	8.3 
2451639.5	8.4 
2451640.3	8.1 
2451640.3	8.2 
2451640.3	8.1 
2451640.3	8.3 
2451640.4	8.2 
2451640.7	8.2 
2451640.7	8.4 
2451640.7	8.5 
2451641.3	8.2 
2451641.3	8.3 
2451641.3	8.3 
2451641.4	8.3 
2451641.4	8.0 
2451641.7	8.2 
2451642.3	8.1 
2451642.3	8.7 
2451642.3	8.6 
2451642.3	8.7 
2451642.3	8.4 
2451642.7	8.7 
2451642.7	8.6 
2451642.7	8.1 
2451643.4	8.3 
2451643.4	8.2 
2451643.5	8.1 
2451643.5	8.4 
2451644.3	8.3 
2451644.3	8.6 
2451644.3	8.3 
2451645.3	8.3 
2451645.3	8.6 
2451645.3	8.3 
2451645.7	8.2 
2451645.7	8.6 
2451645.7	8.7 
2451646.3	8.4 
2451646.5	8.5 
2451646.5	8.4 
2451647.3	8.4 
2451647.3	8.3 
2451647.3	8.4 
2451647.4	8.5 
2451647.5	8.5 
2451647.7	8.6 
2451648.3	8.5 
2451649.5	8.7 
2451650.4	8.1 
2451650.4	8.5 
2451650.7	8.8 
2451651.3	8.7 
2451651.7	8.2 
2451652.3	8.8 
2451654.4	8.3 
2451654.4	8.6 
2451654.7	8.5 
2451655.3	8.8 
2451655.3	8.6 
2451655.4	8.7 
2451655.4	8.7 
2451656.3	8.5 
2451656.4	8.5 
2451656.4	8.7 
2451656.5	8.4 
2451656.5	8.6 
2451656.5	9.1 
2451657.3	8.6 
2451657.5	8.5 
2451657.7	8.3 
2451657.7	8.9 
2451657.7	8.9 
2451658.5	9.1 
2451658.5	8.7 
2451658.7	8.8 
2451659.3	9.0 
2451659.4	8.7 
2451659.6	8.4 
2451660.3	8.7 
2451660.4	8.9 
2451660.4	8.8 
2451660.5	8.7 
2451661.4	8.9 
2451661.4	8.5 
2451661.4	8.8 
2451662.7	8.6 
2451662.7	8.7 
2451663.5	8.8 
2451663.7	8.7 
2451663.7	9.2 
2451663.7	8.5 
2451663.8	8.8 
2451664.4	8.8 
2451664.4	9.0 
2451664.5	8.8 
2451664.5	9.0 
2451664.5	9.0 
2451664.5	8.9 
2451664.5	9.2 
2451665.3	9.0 
2451665.4	8.8 
2451665.6	9.0 
2451665.6	8.6 
2451665.7	8.6 
2451665.7	9.0 
2451666.5	9.0 
2451667.4	9.0 
2451667.5	9.0 
2451667.5	8.9 
2451667.5	8.6 
2451667.7	8.5 
2451667.8	9.3 
2451668.4	8.9 
2451668.4	8.8 
2451668.5	8.7 
2451668.5	9.1 
2451668.5	8.9 
2451668.5	9.0 
2451668.7	8.9 
2451668.7	8.7 
2451668.7	8.7 
2451668.7	8.9 
2451668.7	8.8 
2451669.3	9.0 
2451669.4	9.1 
2451669.4	9.0 
2451669.4	8.9 
2451669.4	8.8 
2451669.5	9.1 
2451669.5	8.7 
2451669.6	8.5 
2451669.7	8.6 
2451670.4	9.1 
2451670.4	8.8 
2451670.4	9.2 
2451670.4	8.5 
2451670.5	9.1 
2451670.5	9.2 
2451671.4	8.9 
2451671.4	8.8 
2451671.4	8.8 
2451671.4	9.0 
2451671.5	8.6 
2451672.4	8.8 
2451672.5	8.6 
2451672.7	8.8 
2451673.7	8.8 
2451674.4	9.0 
2451674.4	9.0 
2451674.4	8.6 
2451674.5	8.9 
2451674.5	9.1 
2451674.7	8.8 
2451675.4	8.8 
2451675.4	8.8 
2451675.5	9.0 
2451675.5	9.0 
2451676.4	9.0 
2451676.4	9.2 
2451677.4	8.7 
2451677.4	8.9 
2451678.4	8.9 
2451678.4	9.0 
2451678.4	8.9 
2451678.4	9.0 
2451678.4	9.0 
2451678.5	9.0 
2451678.5	8.8 
2451678.5	8.7 
2451680.4	8.9 
2451680.4	8.9 
2451680.4	8.7 
2451680.4	8.8 
2451680.4	9.0 
2451680.5	8.6 
2451681.4	8.9 
2451682.5	9.0 
2451682.7	8.6 
2451682.7	8.7 
2451683.4	8.7 
2451684.4	8.7 
2451685.4	8.5 
2451685.4	8.7 
2451685.4	8.4 
2451685.4	8.8 
2451685.7	8.4 
2451686.3	9.0 
2451686.5	8.2 
2451686.5	8.5 
2451686.5	8.5 
2451686.5	8.6 
2451686.5	9.0 
2451687.5	8.5 
2451687.5	8.6 
2451687.5	8.6 
2451687.7	8.6 
2451688.5	8.6 
2451689.5	8.2 
2451689.7	8.3 
2451690.3	8.7 
2451690.4	8.2 
2451690.4	8.6 
2451690.4	8.4 
2451690.5	8.7 
2451690.7	8.3 
2451691.4	8.3 
2451691.4	8.2 
2451691.5	8.2 
2451691.5	8.4 
2451691.5	7.8 
2451692.4	8.6 
2451692.4	7.9 
2451692.4	7.8 
2451692.5	8.1 
2451693.4	7.9 
2451693.5	8.4 
2451693.7	8.2 
2451693.7	8.3 
2451694.4	7.9 
2451694.5	8.2 
2451695.4	7.7 
2451695.4	7.9 
2451695.5	7.9 
2451695.5	7.8 
2451695.5	7.9 
2451696.4	7.8 
2451696.4	7.6 
2451696.5	7.9 
2451696.7	8.2 
2451697.4	8.1 
2451697.4	7.8 
2451697.5	8.2 
2451697.5	7.8 
2451697.5	7.7 
2451697.5	7.9 
2451697.7	8.0 
2451698.5	7.7 
2451698.5	7.8 
2451698.5	7.7 
2451698.5	7.9 
2451698.5	7.8 
2451698.5	7.9 
2451699.3	7.5 
2451699.5	7.8 
2451699.5	7.8 
2451699.5	7.7 
2451699.5	7.8 
2451699.5	7.5 
2451699.7	7.8 
2451700.4	7.2 
2451700.4	7.6 
2451700.5	7.7 
2451700.5	7.7 
2451700.5	7.5 
2451700.5	7.9 
2451700.7	7.8 
2451700.7	7.7 
2451701.5	7.6 
2451701.5	7.6 
2451701.5	7.6 
2451701.7	7.8 
2451701.7	8.0 
2451702.4	7.6 
2451702.7	7.7 
2451702.7	7.3 
2451703.5	7.4 
2451703.5	7.6 
2451704.4	7.7 
2451704.4	7.1 
2451704.4	7.6 
2451704.4	6.9 
2451704.5	7.5 
2451704.5	7.3 
2451704.5	7.4 
2451705.4	7.3 
2451705.4	6.9 
2451705.5	7.3 
2451706.5	7.1 
2451706.5	7.1 
2451706.5	7.5 
2451706.5	7.5 
2451706.5	7.3 
2451707.4	7.2 
2451707.4	7.4 
2451707.5	7.4 
2451708.4	7.5 
2451708.5	7.6 
2451708.5	7.3 
2451709.4	6.9 
2451709.5	7.5 
2451710.4	7.0 
2451710.5	7.1 
2451710.7	7.3 
2451710.7	7.0 
2451710.7	7.0 
2451711.4	7.1 
2451712.4	7.3 
2451712.4	7.0 
2451712.4	7.4 
2451712.5	7.0 
2451712.5	7.4 
2451713.4	6.7 
2451713.4	6.8 
2451713.4	7.1 
2451713.5	6.7 
2451713.5	7.2 
2451713.5	7.0 
2451713.5	7.1 
2451713.5	7.4 
2451714.4	6.9 
2451714.7	7.0 
2451715.4	7.0 
2451715.4	7.1 
2451715.4	7.5 
2451715.4	7.3 
2451715.4	7.0 
2451715.4	6.8 
2451715.5	7.0 
2451715.5	7.1 
2451715.7	7.1 
2451715.7	7.0 
2451716.4	6.9 
2451716.5	7.0 
2451716.5	7.0 
2451716.5	7.0 
2451717.4	7.2 
2451717.5	7.4 
2451718.4	7.5 
2451718.5	6.9 
2451718.5	7.4 
2451719.5	7.2 
2451719.5	7.1 
2451719.5	7.0 
2451720.7	7.0 
2451720.7	7.6 
2451721.5	7.4 
2451721.7	7.0 
2451722.4	7.4 
2451722.4	7.3 
2451722.4	7.2 
2451722.4	6.9 
2451723.4	6.9 
2451723.4	7.0 
2451723.4	7.2 
2451723.5	7.3 
2451723.5	6.9 
2451725.5	7.5 
2451725.7	7.4 
2451726.4	6.9 
2451726.4	7.0 
2451726.4	7.4 
2451726.5	7.0 
2451726.5	6.8 
2451726.7	7.2 
2451727.4	6.8 
2451727.5	7.2 
2451727.7	7.5 
2451728.4	7.3 
2451728.5	7.2 
2451728.5	7.0 
2451729.5	7.3 
2451729.5	7.6 
2451730.5	7.2 
2451731.4	6.9 
2451731.7	7.0 
2451731.7	7.0 
2451731.7	6.9 
2451732.4	7.0 
2451732.4	7.0 
